Strategy,Total Return,Annualized Return,Volatility,Sharpe,Max Drawdown,Win Rate,Final Value
PPO V4,9.12081797135924,8.42271753049799,13.132075828230475,0.6816166777437473,-12.362939163383569,51.10294117647059,109120.81797135924
Equal Weight,0.9012785131753631,0.8347322405519941,12.823348263209851,0.12901209763494798,-13.619652506096735,50.0,100901.27851317536
